
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
366 - 369, <Org>
'793416 - 793430, <Org> : Госсовета Коми' == '793408 - 793430, <Person> : депутат Госсовета Коми'
'793611 - 793614, <Org> : 7x7' == '<NULL>'
'793609 - 793616, <Org> : « 7x7 »' == '<NULL>'
'793640 - 793654, <Org> : ПОЛИТГАЗЕТЫ.РФ' == '<NULL>'
'793947 - 794006, <Org> : Воронежским областным литературным музеем им. И.С. Никитина' == '<NULL>'
'794021 - 794063, <Org> : Воронежского государственного университета' == '<NULL>'
'794449 - 794483, <Org> : домом-музеем Максимилиана Волошина' == '<NULL>'
'794776 - 794781, <Org> : музея' == '<NULL>'
'795053 - 795071, <Org> : дом-музей Волошина' == '<NULL>'
'795533 - 795538, <Org> : музей' == '<NULL>'
'796249 - 796266, <Org> : дома-музея Бернса' == '<NULL>'
'796507 - 796512, <Org> : музея' == '<NULL>'
'797090 - 797095, <Org> : музея' == '<NULL>'
'798586 - 798618, <Org> : Воронежского литературного музея' == '798577 - 798598, <Person> : директор Воронежского'
'799106 - 799130, <Org> : общественные объединения' == '<NULL>'
'799132 - 799139, <Org> : епархия' == '<NULL>'
'800453 - 800484, <Org> : администрацию Рамонского района' == '<NULL>'
'800574 - 800592, <Org> : Кадетскому корпусу' == '<NULL>'
'800795 - 800802, <Org> : лесхозу' == '<NULL>'
'800827 - 800851, <Org> : Лесотехнической академии' == '<NULL>'
'801003 - 801027, <Org> : епархиальному управлению' == '<NULL>'
'801246 - 801278, <Org> : Воронежского литературного музея' == '<NULL>'
'801481 - 801547, <Org> : творческой лаборатории расследовательской журналистики журфака ВГУ' == '<NULL>'
'801886 - 801920, <Org> : Дворца творчества детей и молодежи' == '<NULL>'
'801983 - 801993, <Org> : московской' == '<NULL>'
'801996 - 802010, <Org> : питерской школ' == '<NULL>'
'803676 - 803692, <Org> : дома престарелых' == '<NULL>'
'803695 - 803702, <Org> : хосписы' == '<NULL>'
'803727 - 803730, <Org> : 7x7' == '<NULL>'
'803725 - 803732, <Org> : « 7x7 »' == '<NULL>'
'804409 - 804414, <Org> : мэрии' == '<NULL>'
'804403 - 804414, <Org> : сайта мэрии' == '<NULL>'
'804465 - 804493, <Org> : городское управление ГО и ЧС' == '<NULL>'
'804776 - 804779, <Org> : 7x7' == '<NULL>'
'804774 - 804781, <Org> : « 7x7 »' == '<NULL>'
'805168 - 805202, <Org> : пакистанские военно-воздушные силы' == '<NULL>'
'805238 - 805243, <Org> : Дуния' == '<NULL>'
'805237 - 805244, <Org> : "Дуния"' == '<NULL>'
'805227 - 805244, <Org> : телеканал "Дуния"' == '<NULL>'
'805674 - 805701, <Org> : правительственными войсками' == '<NULL>'
'805801 - 805827, <Org> : вооруженные силы Пакистана' == '805818 - 805827, <Location> : Пакистана'
'805878 - 805903, <Org> : Техрик-и-Талибан Пакистан' == '805895 - 805903, <Location> : Пакистан'
'805877 - 805904, <Org> : "Техрик-и-Талибан Пакистан"' == '805895 - 805903, <Location> : Пакистан'
'805850 - 805904, <Org> : террористического движения "Техрик-и-Талибан Пакистан"' == '805895 - 805903, <Location> : Пакистан'
'805920 - 805946, <Org> : экстремистских группировок' == '<NULL>'
'806475 - 806511, <Org> : «логиновской» преступной группировки' == '<NULL>'
'806563 - 806566, <Org> : ОПГ' == '<NULL>'
'806635 - 806638, <Org> : 7x7' == '<NULL>'
'806633 - 806640, <Org> : « 7x7 »' == '<NULL>'
'806778 - 806798, <Org> : верхнечовском СИЗО-1' == '<NULL>'
'807696 - 807716, <Org> : СУ СК России по Коми' == '807702 - 807708, <Location> : России'
'807919 - 807941, <Org> : преступной организации' == '<NULL>'
'808179 - 808185, <Org> : группы' == '<NULL>'
'808916 - 808966, <Org> : Федерация вольной борьбы и бокса Эжвинского района' == '<NULL>'
'808915 - 808967, <Org> : «Федерация вольной борьбы и бокса Эжвинского района»' == '<NULL>'
'809021 - 809043, <Org> : преступной организации' == '<NULL>'
'809169 - 809180, <Org> : группировки' == '<NULL>'
'809236 - 809262, <Org> : конкуририующей группировки' == '<NULL>'
'809417 - 809494, <Org> : Федерация вольной борьбы и бокса Эжвинского района Сыктывкара Республики Коми' == '<NULL>'
'809416 - 809495, <Org> : «Федерация вольной борьбы и бокса Эжвинского района Сыктывкара Республики Коми»' == '<NULL>'
'809391 - 809495, <Org> : общественная организация «Федерация вольной борьбы и бокса Эжвинского района Сыктывкара Республики Коми»' == '<NULL>'
'809536 - 809539, <Org> : ОПГ' == '<NULL>'
'809894 - 809932, <Org> : «Ассоциация «Эжва - против наркотиков»' == '<NULL>'
'809867 - 809932, <Org> : некоммерческое партнерство «Ассоциация «Эжва - против наркотиков»' == '<NULL>'
'809960 - 809984, <Org> : общественных организаций' == '<NULL>'
'810281 - 810323, <Org> : коммерческих организаций Эжвинского района' == '<NULL>'
'810397 - 810421, <Org> : общественных организаций' == '<NULL>'
'810767 - 810803, <Org> : «логиновской» преступной организации' == '<NULL>'
'811101 - 811104, <Org> : ОПГ' == '<NULL>'
'811126 - 811145, <Org> : ОБЭП УВД Сыктывкара' == '<NULL>'
'811424 - 811438, <Org> : УВД Сыктывкара' == '<NULL>'
'811775 - 811801, <Org> : Банк Сбережения и развития' == '<NULL>'
'811774 - 811802, <Org> : «Банк Сбережения и развития»' == '<NULL>'
'811726 - 811802, <Org> : правления Сыктывкарского финансового учреждения «Банк Сбережения и развития»' == '<NULL>'
'811870 - 811904, <Org> : Кировской строительной организации' == '<NULL>'
'812478 - 812503, <Org> : структурное подразделение' == '<NULL>'
'813240 - 813243, <Org> : ОПГ' == '<NULL>'
'813431 - 813437, <Org> : группы' == '<NULL>'
'813520 - 813542, <Org> : преступной организации' == '<NULL>'
'813659 - 813684, <Org> : «логиновской» группировки' == '<NULL>'
'813721 - 813725, <Org> : УФСБ' == '<NULL>'
'813739 - 813751, <Org> : ГУФСИН по РК' == '<NULL>'
'813939 - 813964, <Org> : «логиновской» группировки' == '<NULL>'
'814003 - 814013, <Org> : управления' == '<NULL>'
'814123 - 814161, <Org> : организованного преступного сообщества' == '<NULL>'
'814231 - 814242, <Org> : группировки' == '<NULL>'
'814675 - 814688, <Org> : Ифы - Козлова' == '<NULL>'
'814674 - 814689, <Org> : «Ифы - Козлова»' == '<NULL>'
'814655 - 814689, <Org> : воркутинской банды «Ифы - Козлова»' == '<NULL>'
'814772 - 814783, <Org> : группировки' == '<NULL>'
'814851 - 814862, <Org> : группировки' == '<NULL>'
'815405 - 815408, <Org> : 7x7' == '<NULL>'
'815403 - 815410, <Org> : « 7x7 »' == '<NULL>'
'815619 - 815654, <Org> : ульяновской областной администрации' == '<NULL>'
'815807 - 815840, <Org> : китайской туристической компанией' == '<NULL>'
'816270 - 816286, <Org> : интернет-ресурса' == '<NULL>'
'816301 - 816311, <Org> : аэропортов' == '<NULL>'
'816313 - 816321, <Org> : вокзалов' == '<NULL>'
'816933 - 816938, <Org> : школу' == '<NULL>'
'816940 - 816951, <Org> : детский сад' == '<NULL>'
'816954 - 816964, <Org> : библиотеку' == '<NULL>'
'817612 - 817654, <Org> : Одиннадцатый арбитражный апелляционный суд' == '<NULL>'
'817684 - 817708, <Org> : Ульяновского УФАС России' == '817702 - 817708, <Location> : России'
'817954 - 817962, <Org> : Гортепло' == '<NULL>'
'817953 - 817963, <Org> : «Гортепло»' == '<NULL>'
'817949 - 817963, <Org> : МУП «Гортепло»' == '<NULL>'
'818311 - 818322, <Org> : предприятию' == '<NULL>'
'818443 - 818461, <Org> : строительной фирмы' == '<NULL>'
'818940 - 818947, <Org> : Запад-1' == '<NULL>'
'818939 - 818948, <Org> : «Запад-1»' == '<NULL>'
'819047 - 819059, <Org> : Техно-сервис' == '<NULL>'
'819046 - 819060, <Org> : «Техно-сервис»' == '<NULL>'
'819005 - 819060, <Org> : общества с ограниченной ответственностью «Техно-сервис»' == '<NULL>'
'819106 - 819130, <Org> : региональной прокуратуре' == '<NULL>'
'819151 - 819162, <Org> : организации' == '<NULL>'
'819539 - 819542, <Org> : РПЦ' == '<NULL>'
'819697 - 819751, <Org> : Украинской православной церкви Московского патриархата' == '<NULL>'
'819801 - 819806, <Org> : Вести' == '<NULL>'
'819800 - 819807, <Org> : «Вести»' == '<NULL>'
'819790 - 819807, <Org> : телеканал «Вести»' == '<NULL>'
'819831 - 819866, <Org> : синодального Информационного отдела' == '<NULL>'
'819996 - 819999, <Org> : РПЦ' == '<NULL>'
'820293 - 820296, <Org> : РПЦ' == '<NULL>'
'820469 - 820472, <Org> : РПЦ' == '<NULL>'
'820543 - 820564, <Org> : Священного Синода РПЦ' == '<NULL>'
'820791 - 820809, <Org> : Европейского союза' == '<NULL>'
'821187 - 821209, <Org> : европейских институтах' == '<NULL>'
'821864 - 821873, <Org> : агентству' == '<NULL>'
'822062 - 822076, <Org> : руководства РФ' == '<NULL>'
'822110 - 822128, <Org> : Европейского Союза' == '<NULL>'
'822188 - 822197, <Org> : агентства' == '<NULL>'
'822277 - 822290, <Org> : Еврокомиссией' == '<NULL>'
'822490 - 822513, <Org> : The Wall Street Journal' == '822494 - 822505, <Location> : Wall Street'
'822540 - 822548, <Org> : Роснефти' == '<NULL>'
'822539 - 822549, <Org> : "Роснефти"' == '<NULL>'
'822654 - 822657, <Org> : WSJ' == '<NULL>'
'822817 - 822826, <Org> : InoPressa' == '<NULL>'
'823102 - 823111, <Org> : ведомства' == '<NULL>'
'823142 - 823181, <Org> : сенатском комитете по иностранным делам' == '<NULL>'
'823490 - 823502, <Org> : министерства' == '<NULL>'
'823613 - 823626, <Org> : "группе семи"' == '<NULL>'
'824660 - 824678, <Org> : Европейского Союза' == '<NULL>'
'824892 - 824902, <Org> : компаниями' == '<NULL>'
'824935 - 824943, <Org> : компаний' == '<NULL>'
'825075 - 825092, <Org> : Европейском союзе' == '<NULL>'
'825288 - 825338, <Org> : Стокгольмского института исследования проблем мира' == '<NULL>'
'825457 - 825541, <Org> : Комиссии по вопросам военно-технического сотрудничества с иностранными государствами' == '<NULL>'
'825851 - 825861, <Org> : NEWSru.com' == '<NULL>'
'825902 - 825912, <Org> : NEWSru.com' == '<NULL>'
'825925 - 825941, <Org> : Европейский Союз' == '<NULL>'
'826318 - 826327, <Org> : ИА REGNUM' == '<NULL>'
